danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,mood
0.779,0.488,-10.313,0.0462,0.526,2.26E-05,0.221,0.752,99.996,181200,2
0.499,0.326,-10.291,0.0275,0.8,0.000161,0.172,0.359,77.446,232199,2
0.395,0.337,-10.396,0.059,0.803,0.000946,0.123,0.555,59.659,200340,2
0.683,0.275,-7.707,0.0753,0.429,4.00E-06,0.107,0.218,62.611,214223,2
0.773,0.641,-10.556,0.0467,0.585,0.789,0.114,0.08,114.991,152000,2
0.584,0.597,-9.586,0.026,0.115,0.362,0.119,0.849,138.003,192114,2
0.777,0.781,-7.629,0.0345,0.0357,0.792,0.124,0.685,115.992,186507,2
0.832,0.495,-13.636,0.0958,0.319,0.901,0.0813,0.0399,115.01,168522,2
0.685,0.464,-9.931,0.0579,0.138,3.97E-05,0.111,0.0559,90.011,185713,2
0.768,0.452,-6.554,0.117,0.419,0,0.53,0.144,118.084,150875,2
0.718,0.721,-6.712,0.0398,0.18,0.0108,0.306,0.154,117.915,144407,2
0.607,0.458,-10.749,0.0646,0.247,0.782,0.107,0.201,98.944,169621,2
0.6,0.363,-10.208,0.0712,0.558,0.0186,0.109,0.344,81.988,289284,2
0.389,0.398,-11.687,0.0726,0.884,3.62E-05,0.0776,0.464,117.078,199166,2
0.629,0.767,-7.97,0.0349,0.0999,0.933,0.0528,0.192,123.986,312069,2
0.734,0.7,-5.341,0.0678,0.29,2.71E-05,0.313,0.215,119.976,146259,2
0.742,0.718,-7.241,0.0429,0.367,0.417,0.169,0.0929,113.963,186341,2
0.579,0.612,-7.795,0.0434,0.746,0.0372,0.132,0.0556,100.023,149400,2
0.85,0.223,-11.46,0.0705,0.671,3.23E-05,0.0914,0.468,95.008,146678,2
0.693,0.53,-8.284,0.0255,0.016,3.61E-06,0.229,0.139,107.985,155556,2
0.686,0.483,-9.249,0.0497,0.00699,0.000636,0.0936,0.362,115.941,148965,2
0.664,0.528,-9.946,0.0346,0.0622,0.811,0.164,0.264,123.007,296585,2
0.775,0.636,-9.444,0.0457,0.0113,0.863,0.482,0.643,120.038,227681,2
0.724,0.595,-7.651,0.0312,0.55,0.00065,0.601,0.495,107.952,152953,2
0.606,0.275,-10.004,0.0288,0.39,0,0.135,0.19,81.041,154074,2
0.565,0.44,-10.009,0.051,0.626,0.000205,0.0893,0.229,119.728,151173,2
0.843,0.446,-7.888,0.0443,0.461,0,0.169,0.528,121.953,160867,2
0.667,0.564,-10.058,0.0357,0.505,0.93,0.188,0.264,104.023,191441,2
0.617,0.671,-8.244,0.0382,0.0846,0.00137,0.131,0.134,110.046,152182,2
0.445,0.212,-14.313,0.038,0.559,0.259,0.102,0.0939,119.772,160000,2
0.543,0.552,-7.88,0.0506,0.543,0,0.153,0.464,142.016,255211,2
0.629,0.711,-7.604,0.0349,0.509,0.901,0.108,0.22,100.024,129900,2
0.736,0.466,-14.546,0.121,0.257,0.942,0.097,0.385,119.942,188033,2
0.721,0.674,-7.905,0.0485,0.235,0.0111,0.149,0.423,109.983,132000,2
0.536,0.297,-7.609,0.0293,0.754,4.80E-06,0.136,0.179,113.773,212105,2
0.621,0.464,-14.805,0.0316,0.265,0.807,0.137,0.113,99.994,150206,2
0.737,0.289,-10.252,0.049,0.744,0.000303,0.118,0.298,108.002,219546,2
0.502,0.513,-11.95,0.0586,0.41,0.0446,0.118,0.102,100.148,170463,2
0.63,0.658,-8.196,0.0305,0.0497,0.00412,0.882,0.148,117.002,133333,2
0.559,0.401,-12.436,0.0327,0.226,0.71,0.104,0.317,151.45,139053,2
0.55,0.484,-11.533,0.0277,0.00382,0.946,0.272,0.136,102.001,193397,2
0.623,0.602,-7.899,0.0262,0.637,0.0576,0.186,0.393,105.049,141714,2
0.514,0.664,-7.482,0.12,0.811,0.09,0.348,0.511,86.096,85957,2
0.744,0.555,-7.413,0.0428,0.0416,0.92,0.073,0.26,110.001,230727,2
0.721,0.528,-12.362,0.043,0.381,0.919,0.156,0.172,104.004,142644,2
0.743,0.661,-9.525,0.0526,0.0244,0.878,0.121,0.218,120.027,232251,2
0.365,0.134,-15.855,0.0389,0.85,0.0134,0.109,0.147,86.412,215867,2
0.76,0.548,-9.502,0.0287,0.558,0.0785,0.178,0.55,110.016,153130,2
0.744,0.451,-13.934,0.0751,0.2,0.545,0.101,0.114,108.99,159908,2
0.836,0.768,-8.418,0.0328,0.289,0.835,0.122,0.971,121.981,189770,2
0.737,0.57,-9.996,0.0886,0.192,4.26E-06,0.186,0.421,115.911,151615,2
0.696,0.752,-9.371,0.178,0.499,0.0288,0.273,0.533,115.988,128713,2
0.609,0.635,-7.151,0.24,0.215,4.88E-05,0.424,0.278,116.063,161053,2
0.679,0.541,-7.301,0.0663,0.353,0.138,0.0882,0.478,145.007,165567,2
0.762,0.244,-14.089,0.0711,0.575,0.000661,0.11,0.255,94.949,189000,2
0.605,0.425,-11.586,0.0373,0.887,0.46,0.0938,0.376,139.981,336840,2
0.727,0.637,-7.214,0.0421,0.315,0,0.295,0.791,140.007,199613,2
0.507,0.375,-10.637,0.0256,0.855,0.00981,0.11,0.0519,90.006,132231,2
0.644,0.382,-14.721,0.071,0.552,0.822,0.123,0.671,169.977,194625,2
0.47,0.436,-10.228,0.0351,0.67,0.263,0.294,0.0389,81.972,248056,2
0.826,0.624,-8.386,0.25,0.784,1.73E-06,0.112,0.894,115.94,179336,2
0.599,0.564,-9.042,0.0804,0.102,0,0.912,0.112,95.023,219000,2
0.802,0.413,-10.111,0.0858,0.604,0.000193,0.111,0.276,117.907,164846,2
0.836,0.618,-9.061,0.102,0.416,0.00802,0.192,0.759,120.04,129990,2
0.792,0.541,-12.929,0.0454,0.803,0.817,0.132,0.349,114.964,139826,2
0.539,0.665,-11.077,0.0692,0.562,0.0411,0.117,0.183,110.015,164182,2
0.637,0.348,-10.394,0.119,0.112,2.86E-06,0.362,0.266,149.653,156947,2
0.749,0.703,-10.954,0.0438,0.00137,0.874,0.115,0.185,104.994,222283,2
0.852,0.344,-11.13,0.223,0.718,0.00136,0.0487,0.354,74.987,243200,2
0.612,0.858,-5.956,0.0843,0.542,0.00377,0.658,0.417,106.964,146916,2
0.775,0.444,-12.766,0.171,0.251,0.0546,0.102,0.17,115.957,153125,2
0.632,0.374,-10.97,0.0328,0.0122,0.813,0.15,0.0393,104.057,134423,2
0.57,0.28,-13.622,0.0512,0.65,0.00338,0.654,0.205,109.971,152455,2
0.728,0.449,-12.048,0.0653,0.499,0.125,0.113,0.181,109.89,148602,2
0.652,0.494,-10.077,0.0809,0.127,0.823,0.1,0.185,90.028,124375,2
0.629,0.303,-14.848,0.055,0.901,0.906,0.124,0.16,160.016,181500,2
0.706,0.543,-7.518,0.0319,0.131,0.000676,0.158,0.617,117.992,141356,2
0.701,0.599,-9.01,0.0287,0.366,0.0726,0.123,0.417,109.975,161149,2
0.646,0.516,-8.194,0.0646,0.613,4.22E-05,0.18,0.134,109.886,127636,2
0.661,0.361,-11.916,0.0302,0.336,0.012,0.117,0.266,125.851,219661,2
0.653,0.485,-14.745,0.0371,0.808,0.939,0.115,0.083,110.002,423756,2
0.499,0.612,-8.202,0.0429,0.665,0,0.268,0.252,99.912,146400,2
0.694,0.833,-7.986,0.0508,0.00293,0.262,0.451,0.256,109.993,274659,2
0.577,0.587,-8,0.0363,0.517,0.0196,0.106,0.33,95.967,164250,2
0.789,0.467,-9.544,0.0567,3.95E-05,0.853,0.0913,0.548,116.988,257076,2
0.493,0.335,-13.986,0.218,0.866,0.00174,0.115,0.279,93.603,288618,2
0.62,0.297,-10.292,0.0327,0.72,0,0.0709,0.252,132.05,169004,2
0.544,0.552,-7.45,0.0991,0.67,4.57E-05,0.415,0.554,159.738,184516,2
0.801,0.781,-7.213,0.0419,0.32,0.35,0.364,0.0616,113.988,161192,2
0.672,0.129,-12.984,0.0336,0.888,6.03E-05,0.0891,0.17,114.935,262600,2
0.545,0.18,-21.022,0.0337,0.988,0.906,0.0686,0.31,156.694,226867,2
0.649,0.422,-6.746,0.0396,0.321,0.00136,0.0791,0.659,78.955,231988,2
0.68,0.843,-4.135,0.0345,0.0108,0.851,0.225,0.246,120.012,294000,2
0.53,0.284,-13.508,0.0355,0.945,0.454,0.269,0.122,154.58,270291,2
0.441,0.496,-8.103,0.0264,0.126,0.521,0.132,0.265,72.427,159743,2
0.559,0.479,-10.195,0.0663,0.662,0.00306,0.0972,0.347,81.009,189259,2
0.729,0.227,-16.759,0.15,0.81,0.542,0.111,0.132,106.081,144906,2
0.661,0.681,-7.627,0.0621,0.263,0.198,0.205,0.59,107.991,125833,2
0.861,0.388,-11.728,0.0543,0.572,0.000984,0.33,0.491,89.989,247320,2
0.604,0.448,-7.648,0.036,0.835,1.48E-05,0.106,0.341,144.059,168649,2
0.696,0.241,-17.231,0.0355,0.804,0.00577,0.109,0.127,95.001,251646,2
0.566,0.376,-9.639,0.026,0.111,3.13E-06,0.103,0.278,149.72,182375,2
0.448,0.364,-6.89,0.0299,0.71,6.59E-05,0.0914,0.304,159.963,203246,2
0.651,0.657,-8.634,0.0336,0.583,0.0277,0.594,0.332,115.016,156522,2
0.772,0.655,-11.531,0.0437,0.258,0.902,0.0753,0.621,91.995,225489,2
0.618,0.49,-10.266,0.266,0.472,0.912,0.118,0.221,169.9,343970,2
0.724,0.476,-13.832,0.0555,0.465,0.0451,0.0964,0.11,124.006,240893,2
0.663,0.607,-14.165,0.119,0.899,0.143,0.142,0.469,112.984,147080,2
0.75,0.598,-8.596,0.108,0.134,0.0214,0.123,0.345,102.019,207059,2
0.814,0.74,-8.052,0.0604,0.00029,0.901,0.0808,0.882,123.991,156774,2
0.862,0.589,-9.262,0.063,0.168,0.0175,0.331,0.326,116.981,147972,2
0.652,0.372,-11.408,0.0406,0.569,0.188,0.359,0.405,107.971,151111,2
0.675,0.629,-6.813,0.0882,0.137,0.0623,0.197,0.523,100.004,124800,2
0.736,0.5,-11.229,0.171,0.639,0.00131,0.104,0.565,92.031,159130,2
0.706,0.523,-12.987,0.0473,0.0389,0.931,0.096,0.0961,115.002,135652,2
0.771,0.445,-8.969,0.151,0.677,0.00028,0.113,0.339,116.126,137586,2
0.598,0.542,-8.456,0.0412,0.783,0,0.608,0.585,109.747,124636,2
0.659,0.226,-11.787,0.0517,0.789,0.000113,0.0858,0.0705,119.687,278640,2
0.734,0.671,-10.363,0.0745,0.116,0.396,0.0904,0.372,109.993,129818,2
0.654,0.731,-6.559,0.0255,0.179,3.48E-05,0.1,0.761,117.955,239213,2
0.734,0.425,-12.056,0.0404,0.544,0.347,0.314,0.622,109.946,142636,2
0.554,0.424,-11.977,0.0298,0.688,0.242,0.223,0.0823,99.988,157500,2
0.527,0.555,-11.346,0.0272,0.614,0.574,0.33,0.18,143.917,256205,2
0.844,0.633,-8.57,0.288,0.0277,0.135,0.109,0.382,111.975,132054,2
0.647,0.599,-8.542,0.0314,0.117,0.000334,0.161,0.557,117.993,152007,2
0.61,0.501,-9.45,0.172,0.251,0.173,0.123,0.105,108.973,146456,2
0.769,0.384,-12.68,0.0609,0.756,0.0826,0.119,0.482,94.96,190422,2
0.587,0.592,-9.152,0.0272,0.0282,0.00323,0.133,0.479,116.039,134000,2
0.739,0.732,-8.594,0.0488,0.0686,0.778,0.128,0.329,100.01,246950,2
0.633,0.588,-5.392,0.0651,0.593,0.000383,0.252,0.656,116.38,142875,2
0.672,0.503,-5.141,0.0464,0.265,0.000321,0.204,0.465,60.496,259213,2
0.821,0.347,-15.346,0.0923,0.817,0.149,0.155,0.0793,105.074,116571,2
0.831,0.419,-7.381,0.44,0.359,0.00228,0.0959,0.339,84.983,207706,2
0.637,0.421,-11.551,0.0414,0.085,0.439,0.188,0.321,99.986,157200,2
0.796,0.428,-10.514,0.666,0.359,1.55E-05,0.086,0.429,78.902,257901,2
0.598,0.593,-7.577,0.0262,0.05,0,0.291,0.509,106.044,120142,2
0.808,0.503,-12.332,0.348,0.357,0.89,0.109,0.111,112.062,140500,2
0.618,0.469,-12.79,0.0493,0.374,0.000285,0.0702,0.527,115.972,141207,2
0.757,0.492,-10.285,0.0513,0.239,1.15E-06,0.138,0.365,99.024,138570,2
0.733,0.405,-8.39,0.0454,0.885,0.000132,0.116,0.361,95.086,192133,2
0.426,0.484,-7.772,0.0335,0.43,0.00199,0.0888,0.0384,58.339,208000,2
0.722,0.598,-13.283,0.061,0.627,0.888,0.111,0.0931,112.004,268017,2
0.864,0.58,-8.169,0.175,0.462,0.897,0.084,0.424,119.996,200697,2
0.541,0.308,-10.059,0.0577,0.74,6.43E-06,0.0949,0.172,130.016,260867,2
0.791,0.628,-7.78,0.0305,0.00484,0.000322,0.06,0.297,104.968,185496,2
0.868,0.637,-8.11,0.245,0.463,5.29E-06,0.303,0.742,121.937,151352,2
0.52,0.56,-9.298,0.0251,0.318,0.00663,0.139,0.297,90.55,180656,2
0.77,0.58,-9.506,0.0553,0.74,0.000261,0.126,0.519,114.975,145882,2
0.558,0.697,-5.157,0.0552,0.264,4.00E-06,0.203,0.52,176.888,105772,2
0.608,0.388,-11.675,0.0341,0.522,0.118,0.11,0.145,138.058,208744,2
0.814,0.402,-10.171,0.0365,0.655,0.518,0.121,0.162,82.976,167711,2
0.617,0.395,-6.418,0.026,0.455,0.178,0.0957,0.231,80.062,192054,2
0.791,0.47,-10.157,0.0367,0.188,0.284,0.116,0.689,110.259,253240,2
0.705,0.381,-12.738,0.04,0.732,0.616,0.106,0.31,109.981,260187,2
0.87,0.546,-10.645,0.0495,0.739,0.316,0.111,0.208,120.068,246852,2
0.638,0.487,-14.352,0.0402,0.447,0.89,0.103,0.125,100.029,142500,2
0.634,0.51,-10.736,0.0857,0.032,0.00254,0.265,0.13,92.653,141935,2
0.749,0.393,-13.374,0.199,0.286,0.000218,0.113,0.334,125.336,198594,2
0.774,0.274,-7.584,0.0512,0.595,0,0.133,0.397,119.834,222000,2
0.829,0.571,-9.227,0.0786,0.519,0.897,0.114,0.0817,122.024,236680,2
0.767,0.651,-7.364,0.0369,0.268,0.0185,0.238,0.251,119.987,148000,2
0.684,0.324,-9.394,0.0375,0.565,4.94E-06,0.122,0.104,98.955,146061,2
0.561,0.437,-12.826,0.0333,0.971,0.106,0.165,0.199,107.794,125035,2
0.569,0.342,-18.589,0.0472,0.771,0.907,0.078,0.0377,158.02,168608,2
0.572,0.503,-6.201,0.0481,0.221,4.41E-06,0.0651,0.823,84.109,219887,2
0.253,0.352,-11.509,0.0357,0.883,0.00191,0.0668,0.099,141.97,203492,2
0.607,0.766,-6.258,0.334,0.436,1.63E-06,0.345,0.291,117.88,141312,2
0.826,0.647,-8.203,0.0375,0.0477,0.0315,0.0783,0.559,111.997,138080,2
0.693,0.516,-6.203,0.0436,0.227,0.066,0.123,0.44,88.008,274067,2
0.625,0.629,-9.187,0.0595,0.144,3.14E-06,0.387,0.48,109.976,152727,2
0.691,0.46,-9.008,0.134,0.455,0.113,0.346,0.591,124.061,199924,2
0.474,0.347,-14.43,0.0323,0.174,0.952,0.0923,0.0828,140.015,221143,2
0.71,0.239,-11.908,0.0341,0.331,0.0455,0.0985,0.0965,74.982,180973,2
0.286,0.423,-10.239,0.12,0.277,0.174,0.353,0.17,74.337,227211,2
0.73,0.445,-9.007,0.0382,0.128,0.00347,0.264,0.291,121.937,177542,2
0.899,0.606,-9.095,0.164,0.409,0.924,0.0944,0.119,111.989,142500,2
0.707,0.304,-10.087,0.0318,0.486,0.656,0.0613,0.395,127.036,186209,2
0.73,0.477,-11.172,0.0305,0.14,0.0701,0.145,0.575,104.998,123429,2
0.729,0.343,-7.962,0.0397,0.9,4.65E-05,0.105,0.528,124.979,172385,2
0.478,0.682,-9.262,0.0323,0.307,0.823,0.242,0.442,174.035,215172,2
0.722,0.533,-10.429,0.073,0.641,3.00E-05,0.203,0.613,105.05,143143,2
0.663,0.455,-13.672,0.0817,0.614,0.555,0.116,0.141,107.999,144444,2
0.491,0.414,-12.693,0.059,0.767,0.0301,0.108,0.1,150.026,262571,2
0.651,0.74,-9.692,0.04,0.579,0.864,0.105,0.548,114.99,242087,2
0.721,0.844,-8.918,0.0427,0.00157,0.864,0.11,0.379,115,340869,2
0.552,0.521,-8.971,0.0377,0.6,0.494,0.108,0.374,172.1,234484,2
0.795,0.538,-10.635,0.0997,0.512,0.000208,0.119,0.285,107.974,145556,2
0.906,0.606,-8.855,0.0363,0.0506,0.00864,0.0802,0.738,116.007,160333,2
0.839,0.689,-9.983,0.0516,0.268,0.249,0.108,0.603,117.952,131982,2
0.684,0.495,-9.783,0.0645,0.637,0.0291,0.118,0.0547,110.99,140104,2
0.669,0.551,-14.077,0.0341,0.487,0.781,0.0916,0.454,109.995,139091,2
0.645,0.437,-7.848,0.0336,0.221,0,0.37,0.66,110.017,151385,2
0.702,0.242,-16.987,0.0383,0.232,1.12E-05,0.0998,0.235,95.072,155082,2
0.797,0.709,-7.956,0.0424,0.103,0.771,0.12,0.295,115.005,101000,2
0.623,0.598,-11.242,0.0881,0.143,0.000641,0.47,0.681,146.141,207945,2
0.804,0.628,-7.062,0.0555,0.0397,5.26E-05,0.174,0.315,118.013,144911,2
0.608,0.528,-8.421,0.383,0.191,0.000274,0.1,0.351,95.963,138263,2
0.686,0.643,-6.638,0.0332,0.658,0,0.137,0.232,103.094,130500,2
0.711,0.694,-6.434,0.0285,0.00378,0.337,0.092,0.341,104.988,211429,2
0.695,0.759,-7.667,0.0403,0.444,0.205,0.162,0.579,108.028,144263,2
0.646,0.351,-10.572,0.0313,0.708,5.06E-05,0.112,0.436,116.953,161846,2
0.771,0.437,-15.086,0.0414,0.5,0.973,0.146,0.718,112.009,141429,2
0.809,0.411,-12.47,0.179,0.773,0.875,0.0698,0.186,120.085,233203,2
0.705,0.782,-6.284,0.0377,0.672,0.00496,0.138,0.963,90.997,237533,2
0.604,0.502,-14.052,0.374,0.534,0.0013,0.395,0.491,105.043,152000,2
0.747,0.625,-8.674,0.0381,0.378,0.0805,0.0927,0.213,110.029,145091,2
0.73,0.502,-10.699,0.0448,0.508,0.846,0.0839,0.463,121.993,191615,2
0.909,0.549,-7.697,0.0452,0.627,0.00168,0.123,0.662,109.988,153818,2
0.792,0.616,-7.031,0.0361,0.373,0.000409,0.0831,0.222,109.028,201813,2
0.492,0.382,-16.697,0.0334,0.782,0.0333,0.101,0.231,100.133,128929,2
0.705,0.634,-8.375,0.136,0.229,0.00159,0.336,0.572,156.097,203333,2
0.678,0.703,-8.191,0.05,0.326,0.38,0.326,0.357,108.916,137890,2
0.735,0.611,-7.813,0.0609,0.117,0.00129,0.628,0.313,113.984,141184,2
0.642,0.591,-8.752,0.0578,0.349,0.00144,0.224,0.198,108.051,155556,2
0.539,0.481,-12.12,0.0284,0.264,0.0185,0.346,0.319,89.999,141217,2
0.806,0.362,-10.381,0.0345,0.535,0.045,0.111,0.42,127.502,235427,2
0.555,0.454,-11.452,0.0542,0.726,0.000326,0.149,0.353,119.963,221881,2
0.626,0.311,-16.744,0.0611,0.245,0.846,0.15,0.0964,104.984,146310,2
0.828,0.769,-7.042,0.0531,0.202,0.701,0.181,0.553,117.993,170769,2
0.71,0.72,-7.554,0.0409,0.322,2.49E-06,0.0936,0.429,132.985,161654,2
0.571,0.443,-6.76,0.0451,0.3,6.95E-06,0.101,0.621,143.923,247720,2
0.673,0.301,-15.858,0.0335,0.89,0.901,0.126,0.135,104.981,132571,2
0.721,0.771,-6.001,0.0381,0.177,0.332,0.12,0.189,114.993,192226,2
0.696,0.701,-9.277,0.041,0.593,0.749,0.105,0.491,117.99,229851,2
0.733,0.612,-10.694,0.0339,0.51,0.943,0.0872,0.107,119.987,289500,2
0.653,0.685,-7.037,0.0364,0.171,0,0.418,0.624,108.05,153519,2
0.684,0.438,-8.309,0.0388,0.222,0,0.262,0.253,123.997,322563,2
0.551,0.444,-11.165,0.0323,0.74,0.598,0.0982,0.301,120.02,153692,2
0.709,0.774,-5.674,0.0316,0.342,0.546,0.271,0.392,100,156000,2
0.73,0.724,-9.767,0.133,0.321,0.111,0.339,0.355,96.972,149256,2
0.813,0.651,-7.522,0.0355,0.000686,6.58E-06,0.131,0.51,114.991,141391,2
0.758,0.701,-6.606,0.228,0.131,0,0.251,0.278,113.068,134055,2
0.686,0.516,-11.442,0.0422,0.382,0.906,0.0891,0.279,99.963,109200,2
0.769,0.522,-7.737,0.0583,0.651,1.51E-05,0.194,0.219,123.026,146000,2
0.84,0.74,-7.369,0.0474,0.45,0.00152,0.169,0.804,116.003,143017,2
0.57,0.291,-11.665,0.033,0.539,0.00013,0.277,0.32,138.729,245849,2
0.609,0.459,-9.52,0.0406,0.373,0.000414,0.121,0.186,103.031,144231,2
0.629,0.355,-6.253,0.0438,0.789,3.45E-05,0.219,0.27,86.108,266512,2
0.637,0.226,-16.126,0.0356,0.917,0.000383,0.105,0.287,130.048,181200,2
0.691,0.108,-14.126,0.0415,0.844,6.52E-06,0.089,0.14,55.573,192766,2
0.753,0.84,-6.725,0.0385,0.203,0.92,0.109,0.184,118.108,203396,2
0.569,0.424,-8.007,0.038,0.597,0.00489,0.313,0.397,75.367,234973,2
0.654,0.47,-10.383,0.0586,0.274,0.249,0.103,0.462,77.083,202597,2
0.539,0.431,-9.298,0.0249,0.628,0.653,0.11,0.122,105.156,288595,2
0.249,0.342,-10.283,0.0389,0.303,0.0113,0.16,0.126,64.335,234645,2
0.728,0.66,-9.01,0.0366,0.000424,0.027,0.097,0.144,118.005,158644,2
0.735,0.594,-7.031,0.0282,0.522,0.0205,0.128,0.245,117.053,143590,2
0.737,0.657,-11.619,0.0378,0.018,0.823,0.176,0.0725,110.006,148212,2
0.598,0.357,-12.104,0.0492,0.869,0.0957,0.27,0.168,75.017,183227,2
0.5,0.449,-13.475,0.0515,0.759,0.00586,0.0923,0.126,107.742,136000,2
0.536,0.227,-14.15,0.35,0.692,0.000112,0.112,0.555,116.411,173978,2
0.593,0.479,-9.07,0.0468,0.329,0.913,0.151,0.325,96.001,142500,2
0.681,0.537,-7.606,0.038,0.162,0,0.229,0.424,110.016,127070,2
0.635,0.511,-11.366,0.117,0.334,0.844,0.108,0.136,120.024,167034,2
0.357,0.215,-12.923,0.0298,0.926,0.0464,0.0821,0.113,59.466,197662,2
0.733,0.528,-6.368,0.032,0.105,0.000558,0.0966,0.623,104.003,188221,2
0.736,0.652,-7.936,0.236,0.128,0,0.793,0.384,110.037,151958,2
0.366,0.23,-9.22,0.0317,0.947,2.63E-05,0.342,0.214,82.988,196365,2
0.687,0.467,-11.511,0.0332,0.842,0.838,0.0873,0.0984,126,198095,2
0.679,0.177,-12.714,0.0409,0.874,0.922,0.111,0.24,127.995,120938,2
0.794,0.682,-9.302,0.0529,0.437,0.909,0.119,0.0601,115.032,217043,2
0.416,0.452,-11.233,0.0589,0.936,0.514,0.257,0.247,73.605,213497,2
0.68,0.451,-14.31,0.0519,0.459,0.93,0.111,0.42,120.02,210024,2
0.688,0.44,-11.71,0.0914,0.122,0.257,0.16,0.246,99.994,110087,2
0.713,0.583,-7.18,0.0386,0.00695,0.819,0.14,0.463,94.009,205760,2
0.679,0.462,-13.144,0.0618,0.402,0.00812,0.398,0.23,115.049,144147,2
0.784,0.531,-7.756,0.041,0.338,2.26E-05,0.0996,0.188,87.982,219452,2
0.377,0.58,-11.263,0.0426,0.303,0.0279,0.0646,0.0928,159.72,210184,2
0.8,0.516,-8.076,0.127,0.365,0.00206,0.134,0.443,106.122,166534,2
0.591,0.422,-13.25,0.0393,0.816,0.793,0.134,0.208,75.021,140200,2
0.576,0.533,-7.13,0.0433,0.229,6.77E-06,0.236,0.476,118.097,131695,2
0.402,0.405,-12.486,0.0713,0.513,0.0167,0.155,0.072,84.873,142588,2
0.555,0.436,-12.4,0.0257,0.589,0.904,0.151,0.299,90.002,226442,2
0.756,0.396,-12.661,0.0321,0.0666,0.889,0.111,0.106,115.034,134416,2
0.638,0.655,-8.313,0.0339,0.0492,0.444,0.121,0.336,115.047,187444,2
0.436,0.614,-9.082,0.143,0.564,0.921,0.111,0.159,152.896,331359,2
0.781,0.504,-10.139,0.0817,0.22,0.887,0.101,0.0397,109.999,135818,2
0.703,0.499,-12.938,0.0437,0.000824,0.877,0.263,0.233,120.011,200510,2
0.525,0.145,-17.419,0.0316,0.974,0.758,0.132,0.116,114.903,115826,2
0.775,0.402,-12.547,0.0438,0.778,0.00113,0.273,0.611,117.967,149746,2
0.646,0.654,-8.473,0.0323,0.116,0.897,0.308,0.845,145.003,161700,2
0.781,0.347,-14.689,0.271,0.694,0.857,0.414,0.259,111.036,134054,2
0.458,0.488,-11.546,0.0554,0.931,0.248,0.333,0.593,93.14,123191,2
0.616,0.655,-5.989,0.0334,0.235,0.258,0.0933,0.349,108.006,126528,2
0.696,0.51,-9.629,0.202,0.53,1.01E-05,0.455,0.501,109.775,160295,2
0.695,0.539,-11.892,0.114,0.722,0.0156,0.102,0.424,105.004,123500,2
0.657,0.659,-17.085,0.0933,0.0172,0.796,0.131,0.107,116.001,133228,2
0.588,0.647,-8.859,0.0824,0.316,0,0.0977,0.306,118,141356,2
0.742,0.589,-8.494,0.0366,0.471,0.0208,0.108,0.292,114.994,167540,2
0.575,0.745,-6.9,0.133,0.331,0.529,0.0924,0.227,175.968,259646,2
0.746,0.437,-8.282,0.0639,0.244,0,0.296,0.584,114.918,142793,2
0.747,0.424,-11.419,0.0661,0.686,0.661,0.125,0.344,109.975,127636,2
0.793,0.703,-9.282,0.0551,0.505,0.834,0.687,0.476,123.024,304667,2
0.273,0.557,-9.812,0.0445,0.421,0.24,0.0885,0.0398,77.996,257055,2
0.716,0.231,-14.739,0.0527,0.86,0.0393,0.112,0.231,107.049,151150,2
0.626,0.44,-12.957,0.101,0.452,0.00128,0.537,0.153,109.863,143905,2
0.759,0.782,-7.784,0.0469,0.293,0.00209,0.0992,0.113,117.023,160000,2
0.618,0.493,-8.887,0.0238,0.462,0.897,0.098,0.203,99.979,147000,2
0.246,0.41,-14.796,0.0332,0.753,0.902,0.105,0.0373,123.94,437188,2
0.581,0.522,-8.615,0.0266,0.557,0.000389,0.0988,0.407,132.314,198467,2
0.641,0.553,-8.835,0.047,0.202,0.00282,0.0664,0.405,105.966,136910,2
0.504,0.297,-9.667,0.0277,0.877,1.09E-05,0.154,0.299,134.738,167550,2
0.743,0.46,-10.408,0.202,0.144,1.10E-06,0.107,0.503,99.157,126970,2
0.676,0.496,-9.974,0.032,0.715,0.936,0.361,0.26,104.996,210286,2
0.612,0.608,-3.916,0.0524,0.335,1.97E-05,0.248,0.29,112.043,123348,2
0.479,0.54,-7.917,0.31,0.699,0.000766,0.17,0.47,173.704,244800,2
0.497,0.546,-10.845,0.057,0.348,0.00146,0.173,0.102,114.738,155217,2
0.683,0.555,-14.659,0.0378,0.249,0.827,0.111,0.13,111.993,137143,2
0.891,0.416,-7.179,0.0644,0.409,0.00933,0.197,0.484,122.087,198689,2
0.897,0.409,-12.257,0.0541,0.0867,0.132,0.0796,0.414,130,201000,2
0.748,0.588,-9.711,0.0488,0.341,9.36E-05,0.243,0.68,114.963,119217,2
0.43,0.425,-9.281,0.0292,0.164,0.236,0.213,0.247,119.857,203198,2
0.353,0.239,-16.256,0.036,0.929,0.589,0.0681,0.299,106.79,231000,2
0.781,0.666,-5.547,0.0639,0.00916,0,0.1,0.561,130.005,141329,2
0.553,0.545,-6.277,0.0669,0.515,9.79E-06,0.117,0.297,74.958,196707,2
0.59,0.129,-18.701,0.0396,0.916,0.0483,0.274,0.121,116.914,253000,2
0.752,0.679,-5.64,0.0425,0.607,3.16E-06,0.131,0.167,100.006,159026,2
0.688,0.596,-6.672,0.0364,0.347,2.95E-05,0.113,0.259,99.973,158591,2
